orderNumber,postingId,moment,isReturned,returnReason
78033896-0086,xxxxx5369118000,2026-04-06 12:45:49,0,
78033896-0087,xxxxx9820338000,2026-04-06 12:45:48,1,Изменил решение о покупке/Товар не подошёл
78033896-0086,xxxxx5369116000,2026-04-06 12:45:48,1,Изменил решение о покупке/Товар не подошёл
91895796-0188,xxxxx0766493000,2026-04-06 12:44:16,0,
0228125036-0008,xxxxx9050926000,2026-04-06 12:20:40,1,Изменил решение о покупке/Товар не подошёл
0228125036-0008,xxxxx9050968000,2026-04-06 12:20:40,0,
0228125036-0008,xxxxx9054208000,2026-04-06 12:20:40,0,
0228125036-0008,xxxxx9050964000,2026-04-06 12:20:40,0,
0228125036-0008,xxxxx9050938000,2026-04-06 12:20:40,0,
73843352-0212,xxxxx5432192000,2026-04-06 11:35:40,0,
33636718-0126,xxxxx8514655000,2026-04-06 11:21:26,0,
33636718-0126,xxxxx8514657000,2026-04-06 11:21:26,0,
33636718-0126,xxxxx8514650000,2026-04-06 11:21:26,0,
33636718-0126,xxxxx8514658000,2026-04-06 11:21:26,0,
33636718-0126,xxxxx8514652000,2026-04-06 11:21:26,0,
33636718-0126,xxxxx8514651000,2026-04-06 11:21:26,0,
33636718-0129,xxxxx5433301000,2026-04-06 11:21:26,0,
33636718-0127,xxxxx8713360000,2026-04-06 11:21:26,0,
33636718-0131,xxxxx0470568000,2026-04-06 11:21:26,0,
15688129-0345,xxxxx5221550000,2026-04-06 11:13:31,0,
0162851443-0188,xxxxx0340111000,2026-04-06 11:02:18,0,
0126480667-0020,xxxxx3692723000,2026-04-06 10:17:56,1,Изменил решение о покупке/Товар не подошёл
0126480667-0020,xxxxx3692723000,2026-04-06 10:17:56,0,
42791284-0210,xxxxx6043950000,2026-04-05 20:34:46,0,
42791284-0211,xxxxx2706033000,2026-04-05 20:34:46,0,
42791284-0208,xxxxx6301497000,2026-04-05 20:34:46,0,
42791284-0208,xxxxx6302450000,2026-04-05 20:34:46,0,
42791284-0209,xxxxx9144919000,2026-04-05 20:34:46,0,
42791284-0207,xxxxx1363149000,2026-04-05 20:34:46,1,Изменил решение о покупке/Товар не подошёл
42791284-0206,xxxxx8295503000,2026-04-05 20:34:46,1,Изменил решение о покупке/Товар не подошёл
45474454-0371,xxxxx7493126000,2026-04-05 20:13:30,0,
80685099-0240,xxxxx8412021000,2026-04-05 19:50:37,1,Изменил решение о покупке/Товар не подошёл
52981265-0077,xxxxx8866664000,2026-04-05 19:49:27,0,
57238570-0098,xxxxx2152678000,2026-04-05 19:44:44,0,
57238570-0098,xxxxx2152677000,2026-04-05 19:44:44,0,
57238570-0098,xxxxx2153193000,2026-04-05 19:44:44,0,
57238570-0099,xxxxx4260668000,2026-04-05 19:44:44,0,
57238570-0097,xxxxx0894738000,2026-04-05 19:44:44,1,Изменил решение о покупке/Товар не подошёл
57238570-0096,xxxxx1644522000,2026-04-05 19:44:44,0,
59531974-0093,xxxxx0320659000,2026-04-05 19:34:27,0,
59531974-0094,xxxxx1852677000,2026-04-05 19:34:27,0,
44759915-0189,xxxxx9903091000,2026-04-05 19:23:38,0,
44759915-0186,xxxxx1087602000,2026-04-05 19:23:38,0,
44759915-0190,xxxxx2632593000,2026-04-05 19:23:38,0,
44759915-0187,xxxxx7359784000,2026-04-05 19:23:38,0,
16113689-0497,xxxxx3094219000,2026-04-05 19:22:18,1,Изменил решение о покупке/Товар не подошёл
68309091-0242,xxxxx1511633000,2026-04-05 19:20:21,0,
68309091-0243,xxxxx4773256000,2026-04-05 19:20:21,0,
42401573-0190,xxxxx2642504000,2026-04-05 19:19:14,0,
42401573-0191,xxxxx4669530000,2026-04-05 19:19:14,1,Изменил решение о покупке/Товар не подошёл
42401573-0178,xxxxx0486839000,2026-04-05 19:19:14,0,
31894499-0598,xxxxx9220682000,2026-04-05 19:12:27,0,
31894499-0599,xxxxx5631922000,2026-04-05 19:12:27,0,
31894499-0599,xxxxx5631924000,2026-04-05 19:12:27,0,
31894499-0599,xxxxx5631924000,2026-04-05 19:12:27,0,
31894499-0609,xxxxx2105867000,2026-04-05 19:12:27,0,
31894499-0608,xxxxx9662052000,2026-04-05 19:12:27,0,
31894499-0604,xxxxx6700681000,2026-04-05 19:12:27,0,
65379078-0072,xxxxx9077618000,2026-04-05 19:03:13,0,
41282477-0068,xxxxx9378071000,2026-04-05 18:59:39,0,
41282477-0070,xxxxx3926812000,2026-04-05 18:59:39,0,
41282477-0069,xxxxx3275241000,2026-04-05 18:59:38,0,
50585552-0740,xxxxx8560760000,2026-04-05 18:53:49,0,
59884382-0304,xxxxx6642306000,2026-04-05 18:45:29,0,
0171973921-0002,xxxxx5185370000,2026-04-05 18:35:00,0,
0126275927-0003,xxxxx7605751000,2026-04-05 18:31:26,0,
43033901-0109,xxxxx7124520000,2026-04-05 18:08:31,0,
26561213-0170,xxxxx4531224000,2026-04-05 17:35:30,0,
26561213-0170,xxxxx2895585000,2026-04-05 17:35:30,0,
61828249-0284,xxxxx1717515000,2026-04-05 17:13:39,1,Изменил решение о покупке/Товар не подошёл
65733794-0327,xxxxx9092511000,2026-04-05 17:09:22,0,
65733794-0328,xxxxx1070424000,2026-04-05 17:09:22,0,
69698591-0034,xxxxx1900565000,2026-04-05 16:53:19,0,
0126181911-0234,xxxxx1228203000,2026-04-05 16:43:15,0,
0126181911-0234,xxxxx2465902000,2026-04-05 16:43:15,0,
0126181911-0233,xxxxx5764521000,2026-04-05 16:43:15,0,
0140076359-0229,xxxxx9185344000,2026-04-05 16:43:05,0,
0140076359-0230,xxxxx2496252000,2026-04-05 16:43:05,0,
0140076359-0230,xxxxx8964318000,2026-04-05 16:43:05,0,
0140076359-0231,xxxxx3577930000,2026-04-05 16:43:05,0,
0140076359-0218,xxxxx0491237000,2026-04-05 16:43:05,0,
0140076359-0218,xxxxx0491237000,2026-04-05 16:43:05,0,
0140076359-0218,xxxxx0491237000,2026-04-05 16:43:05,0,
0140076359-0218,xxxxx0491237000,2026-04-05 16:43:05,0,
0140076359-0218,xxxxx0491237000,2026-04-05 16:43:05,0,
83712863-0151,xxxxx3740811000,2026-04-05 16:29:03,0,
83712863-0150,xxxxx7388880000,2026-04-05 16:29:03,0,
78058100-0140,xxxxx2231605000,2026-04-05 16:28:54,0,
0131478915-0084,xxxxx4826198000,2026-04-05 16:06:00,0,
0131478915-0084,xxxxx4826199000,2026-04-05 16:06:00,0,
04596996-0312,xxxxx7092851000,2026-04-05 15:50:09,0,
04596996-0310,xxxxx2050305000,2026-04-05 15:50:09,0,
04596996-0310,xxxxx2050314000,2026-04-05 15:50:09,0,
04596996-0309,xxxxx9741402000,2026-04-05 15:50:09,0,
0182770667-0141,xxxxx2212419000,2026-04-05 15:28:39,0,
0182770667-0141,xxxxx2212415000,2026-04-05 15:28:39,0,
0151219954-0103,xxxxx5783231000,2026-04-05 15:20:58,0,
0151219954-0104,xxxxx8118303000,2026-04-05 15:20:57,1,Изменил решение о покупке/Товар не подошёл
0151219954-0102,xxxxx7383918000,2026-04-05 15:20:57,0,
64814703-0452,xxxxx2983175000,2026-04-05 15:07:05,0,
64814703-0453,xxxxx2992803000,2026-04-05 15:07:04,1,Изменил решение о покупке/Товар не подошёл
64814703-0451,xxxxx8104160000,2026-04-05 15:07:04,1,Изменил решение о покупке/Товар не подошёл
64814703-0451,xxxxx8104151000,2026-04-05 15:07:04,1,Изменил решение о покупке/Товар не подошёл
96336959-0084,xxxxx2860235000,2026-04-05 14:55:49,0,
0169019384-0069,xxxxx2754655000,2026-04-05 14:27:14,0,
0248497624-0003,xxxxx8018643000,2026-04-05 14:26:27,1,Изменил решение о покупке/Товар не подошёл
0248497624-0003,xxxxx8018642000,2026-04-05 14:26:27,1,Изменил решение о покупке/Товар не подошёл
0248497624-0003,xxxxx8018644000,2026-04-05 14:26:27,1,Изменил решение о покупке/Товар не подошёл
0248497624-0003,xxxxx8019831000,2026-04-05 14:26:27,0,
0248497624-0002,xxxxx5065169000,2026-04-05 14:25:08,1,Изменил решение о покупке/Товар не подошёл
0248497624-0002,xxxxx5066061000,2026-04-05 14:25:08,1,Привезли другой товар
62390421-0020,xxxxx0076885000,2026-04-05 13:03:22,0,
0186006692-0008,xxxxx5617218000,2026-04-05 13:02:45,0,
22087139-0079,xxxxx9456493000,2026-04-05 10:19:00,0,
22087139-0081,xxxxx2956473000,2026-04-05 10:19:00,0,
69054275-0038,xxxxx3432300000,2026-04-04 20:55:43,0,
69054275-0039,xxxxx8653386000,2026-04-04 20:55:42,1,Нет части товаров из комплекта/набора
51601267-0113,xxxxx6836274000,2026-04-04 20:43:37,0,
82608809-0208,xxxxx1698940000,2026-04-04 20:27:33,0,
82608809-0210,xxxxx7144218000,2026-04-04 20:27:33,1,Изменил решение о покупке/Товар не подошёл
82608809-0212,xxxxx4416924000,2026-04-04 20:27:33,0,
82608809-0214,xxxxx8393359000,2026-04-04 20:27:33,0,
82608809-0210,xxxxx7143437000,2026-04-04 20:27:32,0,
82608809-0211,xxxxx6902349000,2026-04-04 20:27:32,1,Изменил решение о покупке/Товар не подошёл
0197350791-0029,xxxxx1485636000,2026-04-04 20:21:01,0,
82852658-0105,xxxxx9954594000,2026-04-04 20:15:20,1,Изменил решение о покупке/Товар не подошёл
86626557-0075,xxxxx9204061000,2026-04-04 20:12:40,0,
50585552-0738,xxxxx6357247000,2026-04-04 20:10:49,0,
61828249-0280,xxxxx0265224000,2026-04-04 19:58:11,0,
91166362-0140,xxxxx6631921000,2026-04-04 19:07:11,0,
91166362-0140,xxxxx9647146000,2026-04-04 19:07:11,0,
89997057-0095,xxxxx8847592000,2026-04-04 18:23:41,0,
89997057-0095,xxxxx8850150000,2026-04-04 18:23:41,0,
15092165-0054,xxxxx3986028000,2026-04-04 18:15:39,0,
15092165-0054,xxxxx3986029000,2026-04-04 18:15:39,0,
15092165-0056,xxxxx9550391000,2026-04-04 18:15:39,0,
0129879818-0391,xxxxx6204497000,2026-04-04 17:45:17,0,
69931563-0190,xxxxx2274160000,2026-04-04 17:37:13,0,
69931563-0191,xxxxx2755304000,2026-04-04 17:37:13,0,
37371712-0294,xxxxx9000564000,2026-04-04 17:35:48,0,
37371712-0292,xxxxx9717282000,2026-04-04 17:35:48,0,
35645622-0062,xxxxx4811019000,2026-04-04 17:32:18,0,
0174040321-0131,xxxxx2321811000,2026-04-04 16:45:39,1,Изменил решение о покупке/Товар не подошёл
0174040321-0131,xxxxx2320088000,2026-04-04 16:45:39,1,Изменил решение о покупке/Товар не подошёл
0174040321-0131,xxxxx2321813000,2026-04-04 16:45:39,1,Изменил решение о покупке/Товар не подошёл
0174040321-0131,xxxxx2321810000,2026-04-04 16:45:39,0,
0174040321-0132,xxxxx0993974000,2026-04-04 16:45:39,1,Изменил решение о покупке/Товар не подошёл
0174040321-0129,xxxxx0735662000,2026-04-04 16:45:39,1,Изменил решение о покупке/Товар не подошёл
0174040321-0128,xxxxx5589930000,2026-04-04 16:45:39,1,Изменил решение о покупке/Товар не подошёл
0174040321-0126,xxxxx7124543000,2026-04-04 16:45:39,1,Изменил решение о покупке/Товар не подошёл
0118238803-0207,xxxxx6173054000,2026-04-04 16:34:49,0,
0118238803-0204,xxxxx7986274000,2026-04-04 16:34:49,0,
0118238803-0204,xxxxx7986274000,2026-04-04 16:34:49,0,
0118238803-0204,xxxxx7986274000,2026-04-04 16:34:49,0,
0118238803-0208,xxxxx1261560000,2026-04-04 16:34:49,0,
0118238803-0200,xxxxx7711063000,2026-04-04 16:34:48,1,Отказ клиента при передаче
0118238803-0176,xxxxx9871134000,2026-04-04 16:34:48,0,
0122237308-0013,xxxxx4412087000,2026-04-04 16:25:46,0,
0139039851-0029,xxxxx9181964000,2026-04-04 16:15:07,0,
0139859594-0021,xxxxx7383460000,2026-04-04 16:03:54,0,
38586460-0141,xxxxx5765900000,2026-04-04 16:02:41,0,
50397350-0203,xxxxx4869158000,2026-04-04 15:53:01,0,
50397350-0203,xxxxx4869162000,2026-04-04 15:53:01,0,
50397350-0203,xxxxx4869160000,2026-04-04 15:53:01,0,
50397350-0207,xxxxx5129516000,2026-04-04 15:53:01,0,
50397350-0208,xxxxx3642420000,2026-04-04 15:53:01,0,
0112071548-0127,xxxxx4837726000,2026-04-04 15:49:40,0,
69698591-0034,xxxxx1902636000,2026-04-04 15:37:54,0,
69698591-0034,xxxxx1902633000,2026-04-04 15:37:54,0,
69698591-0034,xxxxx1902634000,2026-04-04 15:37:54,0,
69698591-0034,xxxxx1900555000,2026-04-04 15:37:54,0,
69698591-0034,xxxxx1902635000,2026-04-04 15:37:54,0,
49674340-0059,xxxxx8923072000,2026-04-04 15:19:22,0,
56331518-0051,xxxxx8302357000,2026-04-04 15:05:06,0,
45474454-0375,xxxxx4230205000,2026-04-04 15:05:01,1,Изменил решение о покупке/Товар не подошёл
45474454-0374,xxxxx1179592000,2026-04-04 15:05:01,1,Изменил решение о покупке/Товар не подошёл
45474454-0372,xxxxx2672643000,2026-04-04 15:05:01,0,
45474454-0373,xxxxx8841874000,2026-04-04 15:05:01,0,
15688129-0344,xxxxx3014394000,2026-04-04 15:01:23,0,
15688129-0344,xxxxx6290474000,2026-04-04 15:01:23,0,
15688129-0344,xxxxx3014387000,2026-04-04 15:01:23,0,
15688129-0344,xxxxx3014626000,2026-04-04 15:01:23,0,
15688129-0344,xxxxx6290408000,2026-04-04 15:01:23,0,
15688129-0344,xxxxx3014681000,2026-04-04 15:01:23,0,
15688129-0344,xxxxx6290399000,2026-04-04 15:01:23,0,
15688129-0344,xxxxx3014680000,2026-04-04 15:01:23,0,
63940773-0068,xxxxx7582723000,2026-04-04 15:00:14,0,
51645603-0218,xxxxx3364440000,2026-04-04 14:34:01,1,Изменил решение о покупке/Товар не подошёл
51645603-0218,xxxxx3364447000,2026-04-04 14:34:00,0,
51645603-0218,xxxxx3364439000,2026-04-04 14:34:00,0,
51093669-0069,xxxxx9208121000,2026-04-04 14:32:26,0,
51093669-0071,xxxxx0600694000,2026-04-04 14:32:26,0,
52636281-0173,xxxxx2387995000,2026-04-04 14:15:28,0,
52636281-0172,xxxxx5055946000,2026-04-04 14:15:28,0,
52636281-0172,xxxxx5055945000,2026-04-04 14:15:28,0,
37400916-0646,xxxxx1165839000,2026-04-04 14:09:45,0,
0179303928-0293,xxxxx9463287000,2026-04-04 13:56:47,0,
16190022-0545,xxxxx5574564000,2026-04-04 13:51:52,0,
16190022-0545,xxxxx5574566000,2026-04-04 13:51:52,0,
16190022-0545,xxxxx7139223000,2026-04-04 13:51:52,0,
16190022-0545,xxxxx5574565000,2026-04-04 13:51:52,0,
16190022-0542,xxxxx3132707000,2026-04-04 13:51:52,0,
16190022-0546,xxxxx4184062000,2026-04-04 13:51:52,0,
0137130693-0047,xxxxx1011227000,2026-04-04 13:51:20,0,
0189178679-0124,xxxxx6576934000,2026-04-04 12:49:08,0,
0163304184-0125,xxxxx5480772000,2026-04-04 12:44:58,1,Изменил решение о покупке/Товар не подошёл
0163304184-0122,xxxxx5033313000,2026-04-04 12:44:58,1,Изменил решение о покупке/Товар не подошёл
0131478915-0086,xxxxx1725117000,2026-04-04 12:41:11,0,
51924854-0031,xxxxx8646725000,2026-04-04 12:41:04,0,
50211064-0761,xxxxx9047555000,2026-04-04 12:26:51,1,Изменил решение о покупке/Товар не подошёл
50211064-0768,xxxxx3441339000,2026-04-04 12:26:51,1,Изменил решение о покупке/Товар не подошёл
50211064-0765,xxxxx2782988000,2026-04-04 12:26:51,0,
50211064-0746,xxxxx3951257000,2026-04-04 12:26:51,0,
13169058-0085,xxxxx9932328000,2026-04-04 12:18:31,0,
0149354798-0103,xxxxx6541865000,2026-04-04 12:17:25,0,
91895796-0187,xxxxx4079299000,2026-04-04 12:10:37,0,
91895796-0187,xxxxx4077709000,2026-04-04 12:10:37,0,
76160766-1042,xxxxx6599563000,2026-04-04 11:31:45,0,
76160766-1047,xxxxx0577942000,2026-04-04 11:31:45,0,
76160766-1037,xxxxx1344578000,2026-04-04 11:31:45,0,
76160766-1046,xxxxx3038902000,2026-04-04 11:31:45,0,
76160766-1036,xxxxx1706982000,2026-04-04 11:31:45,0,
76160766-1044,xxxxx9783318000,2026-04-04 11:31:44,0,
0118576091-0532,xxxxx3982608000,2026-04-04 11:30:59,0,
38334299-0440,xxxxx2102430000,2026-04-04 11:10:29,0,
38334299-0439,xxxxx7841550000,2026-04-04 11:10:29,0,
38334299-0439,xxxxx7841551000,2026-04-04 11:10:29,0,
38334299-0439,xxxxx7841547000,2026-04-04 11:10:29,0,
38334299-0441,xxxxx4747995000,2026-04-04 11:10:29,0,
31894499-0595,xxxxx0697937000,2026-04-04 10:46:28,0,
31894499-0604,xxxxx6700679000,2026-04-04 10:46:28,0,
0162851443-0190,xxxxx5261699000,2026-04-04 10:45:34,0,
0162851443-0177,xxxxx8835200000,2026-04-04 10:45:34,0,
0162851443-0185,xxxxx1414536000,2026-04-04 10:45:34,0,
42841715-0519,xxxxx7562669000,2026-04-04 10:28:02,0,
0182770667-0141,xxxxx2212424000,2026-04-04 10:27:57,0,
36632695-0229,xxxxx6959406000,2026-04-04 10:15:55,0,
36632695-0218,xxxxx7247693000,2026-04-04 10:15:55,0,
36632695-0217,xxxxx3166233000,2026-04-04 10:15:55,0,
36632695-0217,xxxxx5819482000,2026-04-04 10:15:55,0,
65717119-0132,xxxxx7353142000,2026-04-04 09:33:20,0,
65717119-0132,xxxxx7354318000,2026-04-04 09:33:20,0,
65717119-0131,xxxxx1021822000,2026-04-04 09:33:20,0,
0169595910-0041,xxxxx1217644000,2026-04-03 20:14:04,0,
0169595910-0041,xxxxx1218592000,2026-04-03 20:14:04,0,
0169595910-0041,xxxxx1218593000,2026-04-03 20:14:04,0,
0169595910-0041,xxxxx1217643000,2026-04-03 20:14:04,0,
0169595910-0044,xxxxx6485089000,2026-04-03 20:12:39,0,
0169595910-0043,xxxxx2777231000,2026-04-03 20:12:39,0,
0169595910-0042,xxxxx3641667000,2026-04-03 20:12:39,0,
0112071548-0123,xxxxx6006730000,2026-04-03 20:05:26,0,
0112071548-0121,xxxxx2015727000,2026-04-03 20:05:26,0,
0112071548-0125,xxxxx7427070000,2026-04-03 20:05:26,0,
57688971-0161,xxxxx9183789000,2026-04-03 19:59:40,0,
57688971-0162,xxxxx5221168000,2026-04-03 19:59:40,0,
40202359-0058,xxxxx9047630000,2026-04-03 19:32:52,0,
95801534-0362,xxxxx9593281000,2026-04-03 19:21:23,0,
37371712-0291,xxxxx1651473000,2026-04-03 19:17:47,0,
37371712-0290,xxxxx6249902000,2026-04-03 19:17:45,0,
37371712-0293,xxxxx8711911000,2026-04-03 19:17:45,1,Изменил решение о покупке/Товар не подошёл
37371712-0289,xxxxx6933755000,2026-04-03 19:17:45,1,Изменил решение о покупке/Товар не подошёл
59152100-0144,xxxxx2311148000,2026-04-03 18:45:33,0,
51545990-0379,xxxxx6662412000,2026-04-03 17:57:18,0,
51545990-0380,xxxxx8211880000,2026-04-03 17:57:18,0,
51545990-0380,xxxxx8209143000,2026-04-03 17:57:18,0,
31210898-0398,xxxxx7199146000,2026-04-03 17:52:42,0,
31210898-0392,xxxxx0544119000,2026-04-03 17:52:42,1,Изменил решение о покупке/Товар не подошёл
98634008-0437,xxxxx6374459000,2026-04-03 16:09:27,0,
0118576091-0526,xxxxx7192398000,2026-04-03 14:47:27,0,
0118576091-0534,xxxxx3666413000,2026-04-03 14:47:27,0,
0118576091-0532,xxxxx3982610000,2026-04-03 14:46:48,0,
0182770667-0144,xxxxx7104488000,2026-04-03 14:10:01,0,
0182770667-0144,xxxxx7102748000,2026-04-03 14:10:01,0,
0182770667-0141,xxxxx2212421000,2026-04-03 14:10:01,0,
0182770667-0141,xxxxx2212420000,2026-04-03 14:10:01,0,
0182770667-0143,xxxxx2990018000,2026-04-03 14:10:01,0,
0145014543-0183,xxxxx6919728000,2026-04-03 13:43:28,1,Изменил решение о покупке/Товар не подошёл
98510198-0086,xxxxx1897176000,2026-04-03 13:00:55,0,
98510198-0085,xxxxx0104035000,2026-04-03 13:00:55,0,
98510198-0087,xxxxx0332657000,2026-04-03 13:00:55,0,
98510198-0089,xxxxx4915475000,2026-04-03 13:00:55,1,Изменил решение о покупке/Товар не подошёл
98510198-0092,xxxxx8255380000,2026-04-03 12:43:09,1,Изменил решение о покупке/Товар не подошёл
86626557-0074,xxxxx6293394000,2026-04-03 12:15:29,0,
37400916-0645,xxxxx7683904000,2026-04-03 10:47:34,0,
37400916-0647,xxxxx1263157000,2026-04-03 10:47:34,0,
40842785-0252,xxxxx4991932000,2026-04-03 09:28:45,0,
40842785-0250,xxxxx4297299000,2026-04-03 09:28:45,0,
40842785-0247,xxxxx6089391000,2026-04-03 09:28:45,0,
41838048-0022,xxxxx8424836000,2026-04-03 09:08:20,0,
41838048-0022,xxxxx8548464000,2026-04-03 09:08:20,0,
41838048-0021,xxxxx2907265000,2026-04-03 09:08:20,0,
41838048-0021,xxxxx2907266000,2026-04-03 09:08:20,0,
41838048-0021,xxxxx2908819000,2026-04-03 09:08:20,0,
98510198-0093,xxxxx7217322000,2026-04-03 09:05:06,1,Привезли другой товар
93301556-0383,xxxxx3365021000,2026-04-03 09:00:08,0,
89997057-0084,xxxxx0980586000,2026-04-02 20:19:14,0,
16190022-0538,xxxxx6925738000,2026-04-02 20:04:43,0,
35879894-0035,xxxxx6392251000,2026-04-02 19:31:51,0,
0147099867-0126,xxxxx7002884000,2026-04-02 19:21:55,0,
46632194-0063,xxxxx0256337000,2026-04-02 19:20:16,0,
50585552-0737,xxxxx8075927000,2026-04-02 19:14:17,0,
50585552-0690,xxxxx0186371000,2026-04-02 19:14:17,0,
36769786-0061,xxxxx6931977000,2026-04-02 19:04:42,0,
34667186-0096,xxxxx2180471000,2026-04-02 18:50:11,0,
50211064-0767,xxxxx1778966000,2026-04-02 18:41:30,0,
50211064-0766,xxxxx0956884000,2026-04-02 18:41:30,1,Изменил решение о покупке/Товар не подошёл
50211064-0764,xxxxx3580690000,2026-04-02 18:41:30,0,
78058100-0154,xxxxx2660419000,2026-04-02 18:27:18,0,
31894499-0600,xxxxx9537659000,2026-04-02 18:22:18,1,Изменил решение о покупке/Товар не подошёл
